Label,Authors,Abstract,,
He,He X.,"This paper presents a formal framework for software system modeling, analysis, and realization. The major software architecture design perspective is outlined. Modeling methods for several popular software paradigms are presented. Major validation and verification techniques used in the framework are introduced. A translation approach for generating Java code from a SAM design is described.",,
He,"Ding J., Argote-Garcia G., Clarke P.J., He X.","How to ensure the quality of complex software systems is a grand challenge. Formal methods and software testing techniques are two major complementary approaches for software quality assurance. In this paper, we present a unique approach that uses the simulation capability of the Spin model checker to evaluate the test adequacy of high level Petri nets based on various coverage criteria. In our approach, a high level Petri net is expressed as a program in Promela, the input language for Spin, and the simulation capability of Spin is used to execute the program and evaluate different test coverage criteria for high level Petri nets. We use high level Petri nets as a concrete formal specification method to demonstrate our approach, and our results can be easily generalized to other formal models as well. Copyright 2008 ACM.",,
He,"Zeng R., Liu J., He X.","This paper presents a formal specification of Mondex, an electronic purse, using SAM. Mondex is the first pilot project for the 6th Grand Challenge to develop an integrated, automated toolset that developers can use to establish the correctness of software. Several research groups around the world have applied different formal methods in specifying and analyzing the Mondex smart card since 2006. Our specification is unique, which uses a software architecture model integrating high level Petri nets and temporal logic; thus contributes to the world wide effort in tackling one of the grand challenges in computer sciences. 2008 IEEE.",,
He,"Ding J., Mo L., He X.","This paper proposes a refinement method based on a set of formal refinement patterns for software architecture design using Software Architecture Model (SAM). First, an approach for specification construction through property-preserving refinement patterns is discussed. The refinement patterns are categorized into connector refinement, component refinement and high-level Petri nets refinement. Then, modeling and refining a life insurance system is used to demonstrate how to applying the refinement patterns for software architecture design using SAM. The results demonstrate that a refinement method is an effective way to develop a high assurance system. Our result can be easily generalized to other formal methods as well. Copyright 2008 ACM.",,
He,"Argote-Garcia G., Clarke P.J., He X., Fu Y., Shi L.","Quality assurance is recognized as a critical aspect in software construction. SAM is a formal software architecture description model that combines Petri Nets and Temporal Logic. PROMELA is the language used in the Spin model checker. This paper presents an approach to translate a restricted SAM model to a PROMELA program, enabling the model checking of the SAM model. We define the translation and show its correctness in terms of completeness and consistency. Completeness establishes that a SAM model maps all of its elements to PROMELA ones; whereas, consistency defines that an execution of a SAM model has a corresponding execution in a PROMELA program. The translation is also implemented as part of our software tool supporting SAM. Some aspects of the tool are discussed.",,
He,"Fu Y., Ding J., Dong Z., He X.","In this paper we present a systematic translation algorithm that maps a software architecture model to rewriting logics. We consider a nowadays typical component-based software architecture model - SAM. SAM is a formal software architecture model that integrates two formalisms - Petri Nets and Temporal Logic. Our goal is to effectively describe the component based software architecture model SAM using a rewriting based semantics. This algorithm is implemented in Maude, a high performance declarative programming language that supports membership and rewriting logics. The contribution of this paper is we defined the translation algorithm to rewriting logic to show an interleaving semantic matching between the behavior model Petri net and rewriting logic. 2008 IEEE.",,
He,"Fu Y., Dong Z., He X.","A software architecture design has many benefits including aiding comprehension, supporting early analysis, and providing guidance for subsequent development activities. An additional major benefit is if a partial prototype implementation can be automatically generated from a given software architecture design. However, in the past decade less progress was made on automatically realizing software architecture designs. In this paper, we present a translator for automatically generating an implementation from a software architectural description. The implementation not only captures the functionality of the given architecture description, but also contains additional monitoring code for ensuring desirable behavior properties through runtime verification. Our method takes a software description written in SAM, a software architecture model integrating dual formal methods Petri nets and temporal logic, and generates ArchJava/Java/AspectJ code. More specifically, the structure of a SAM architecture description produces ArchJava code, the behavior models of components/connectors represented in Petri nets lead to plain Java code, and the property specifications defined in temporal logic generate AspectJ code; the above code segments are then integrated into Java code. An experimental result is provided. 2007 World Scientific Publishing Company.",,
He,"Fu Y., Dong Z., Argote-Garcia G., Shi L., He X.","SAM is a formal software architecture description model based on Petri nets and temporal logic. SAM Parser is a tool to automatically translate a SAM architecture design into a program in ArchJava/Java/AspectJ with run-time verification capability. In this paper, we present an approach to show the correctness of the translation algorithm implemented in SAM Parser. Our approach requires a restricted Petri net model with an interleaving semantics, defines the operational semantics of a Java program using communication traces, and shows the consistency between an execution sequence of a Petri net and a communication trace of the corresponding Java program. Copyright (2007) by Knowledge Systems Institute (KSI).",,
He,"Xu D., He X.","To effectively uncover aspect defects, system (or subsystem) testing is of importance because aspects crosscut multiple system components. This paper presents an approach for generating system test requirements from aspect-oriented use cases. Central to this approach is the formalization of a testable system model from aspect-oriented use cases. We explicitly capture various constraints among base and aspectual use cases. Specifically, we transform aspect-oriented use case diagrams and descriptions into aspect-oriented Petri nets. This makes it possible to generate meaningful use case sequences with respect to various coverage criteria (such as use case coverage, transition coverage and state coverage). When scenario tests for individual use cases are available, they can be composed into system tests according to the generated use case sequences. Copyright 2007 ACM.",,
He,"Huang Y., He X.","Centered on data abstraction and encapsulation, objectoriented technologies have been widely accepted in software industry in the past decade However, existing object technologies lack precise semantics, which makes them hard to analyze In this paper, a group of patterns is presented to formalize object-oriented systems with PZ nets - a formal integration of Petri nets and Z language These patterns use Petri nets to depict the overall system structure and control flows, class structures and collaborations, and dynamic behavior, and use Z to define the underlying specification of Petri nets.",,
He,"Fu Y., Dong Z., He X.","A software architecture design provides a high-level abstraction of system topology, functionality, and/or behavior; which provides the basis for early system understanding and analysis as well as the foundation for subsequent detailed design and implementation. However, research on software architecture in the past decade primarily focused on architecture description languages and their analysis techniques and less progress was made on automatically realizing software architecture designs. In this paper, we present a method for automatically generating an implementation from a software architectural description. The implementation not only captures the functionality of the given architecture description, but also contains additional monitoring code for ensuring desirable behavior properties through run-time verification. Our method takes a software description written in SAM, a software architecture model integrating dual formal methods Petri nets and temporal logic, and generates Java code. More specifically, the structure of a SAM architecture description produces Arch-Java code the behavior models of components/connectors represented in Petri nets lead to plain Java code, and the property specifications defined in temporal logic generates AspectJ code; the above code segments are then integrated into Java code. 2006 IEEE.",,
He,"Fu Y., Dong Z., He X.","Web systems are self-descriptive software components which can automatically be discovered and engaged, together with other web components, to complete tasks over the Internet. Unified Modeling Language (UML), a widely accepted object-oriented system modeling and design language, and adapted for software architecture descriptions for several years, has been used for the web system description recently. However, it is hard to detect the system problems, such as correctness, consistency etc., of the integration of Web services without a formal semantics of web services architecture. In this paper, we proposed an approach to solving this issue by translating the UML web service architecture description into a formal modeling language - SO-SAM, and verify the correctness of the web system design using model checking techniques. We presented this approach through an imaging processing scenario in the distributed web application.",,
He,"Yu H., Liu D., Shao Z., He X.","Aspect-oriented programming aims to enhancing concern modulization and integration of complex software systems, which arouses great interest for researchers and practitioners However, less attention has been paid to modeling and quality assurance at the early phase of aspect-oriented software development This paper proposes a modeling method based on an aspect extension of Object-Z The aspect extension provides means for observing behaviors of class schemas and depicting their interrelationships System functionality and other crosscutting concerns can be separately modeled, and a weaving mechanism systematically composes these models into a complete system model Our aspect-oriented modeling method enjoys good traceability for property analysis, and reusability for system specification.",,
He,"Fu Y., Dong Z., He X.","Current service architecture description language and composition approaches consider simplistic method invocation. They pay less attention to the formal semantics and verification of service composition in the design, and less support property specifications and architecture validation. This paper presents an executable web service architecture model, Service-Oriented Software Architecture Model (SO-SAM), which is an extension of SAM (Software Architecture Model [16]) to the web service applications, and verification of web system properties in the design. SO-SAM describes each web service in terms of component and service composition in terms of connector separately. Furthermore, we validate SO-SAM model to prove that it facilitates the verification and monitoring of web services integration through translation to the Maude programming langauge, a high level language and high performance executable specification with the componentized and object-oriented design, as well as using model checking technique in the system design level. Finally, a case study of the validation of the model is demonstrated.",,
He,"Dong Z., Fu Y., He X.","This paper presents a framework to model componentbased systems made up of a set of components interacting with each other through message exchange Component behavior is specified by algebraic high-level nets The idea of ""nets as tokens"" is explored to integrate behavioral model with component communication mechanisms Component interactions are modeled by transformation rules based on the category of algebraic high-level nets Component models are synthesized into a valid system model by applying transformation rules according to predefined consistent conditions In addition, transformation rules can also be explored to refine component models The main contribution of the framework is the explicit separation and seamless synthesis between component models and their interaction models based on different techniques Another contribution is the application of ""net as token"" to algebraic high-level nets to model more complex components.",,
He,"Sun W., Shi T., Argote-Garcia G., Deng Y., He X.","User-centric Communication Middleware (UCM) is proposed to provide a high-level unified user-centric communication abstraction for upper-layer communication applications by separating and isolating the complexities of network-level communication control and media delivery from the diversity of application-dependent communication logic Due to the complexity of UCM, it is a major challenge to ensure its correct design and implementation In this paper we present our approach for designing UCM through formal modeling and analysis based on SAM, a general formal framework for specifying and analyzing software architectures We present the formal model for UCM using SAM and provide a method to analyze SAM architectural specifications using model checker SPIN.",,
He,"Ding J., Clarke P.J., Xu D., He X., Deng Y.","Mobile agents provide an effective and flexible approach to developing complex distributed systems. Formalizing the software architecture of mobile agent systems supports the development of high quality agent systems. In this paper, the software architecture of an interoperable mobile agent system is defined using two-layer predicate transition (PrT) nets. Based on the two-layer PrT net models, a formal model-based approach to develop mobile agents systems is proposed. The approach presented in this paper naturally integrates formal methods and practical approaches in each phase of the development life-cycle of the agent system. The proposed approach for agent systems can also be used to develop other complex software systems. 2007 - IOS Press and the authors.",,
He,"Fu Y., Dong Z., He X.","Architecture description languages (ADLs) are developed to precisely and formally describe software conceptual architecture that is distinguished from the system's implementation. Due to the gap between an architecture model and its implementation, the benefits of ADLs cannot be fully realized without a systematic mapping from an architectural description to an implementation. However, the implementation of an architecture model is not only error-prone, but also hard to verify. Some ADLs support code generation from software architecture. However, most of them cannot enforce communication integrity in the implementation. In this paper, we present a methodology to translate software architecture designs to Arch,Java automatically and the communication integrity is guaranteed by ArchJava.",,
He,"Yu H., Liu D., Yang L., He X.","Separation of concerns is one of the software engineering design principles that is getting more attention from practitioners and researchers in order to promote design and code reuse. Aspect-oriented programming is a maturing technique to enhance concern modulizalion and integration, which arouses great interest in both research society and software industry. However, less attention has been paid to modeling and quality assurance of aspect-oriented software development method. This paper proposes a formal aspect-oriented modeling language called AspectZ. and an aspect-oriented modeling method in AspectZ. The basic idea is to provide means for observing behaviors of Z schemas and depicting their interrelationships. and to provide ways for weaving interrelated schemas. Correctness of aspect weaving can he formally verified by the reasoning mechanisms of Z notation.",,
He,"Fu Y., Dong Z., He X.","Software architectures shift developers 'focus from lines-of-code to coarser-grained architectural elements and their interconnection structure. However, the benefits of architecture description languages (ADLs) cannot be fully captured without an automated realization of software architecture designs because manually shifting from a model to its implementation is error-prone. We proposed an integrated approach for automatically translating software architecture design models to an implementation and validating the translation as well as the implementation by exploring runtime verification technique and aspect-oriented programming. Specifically, system properties are not only verified against design models, but also verified during the execution of the generated implementation of software architecture design. A prototype tool, SAM Parser, is developed to demonstrate the approach on SAM(Software Architecture Model). In SAM Parser, all the realization and verification code can be automatically generated without human intervention. In this paper, we first brief describe the approach report on a case study conducted at an e-commerce scenario, an online shopping system to assess the benefits of automated realization of software architecture design and validation in a web service domain. 2005 IEEE.",,
He,"Dong Z., Fu Y., Fu Y., He X.","The benefits of architecture description languages (ADLs) cannot be fully captured without a automated and validated realization of software architecture designs. In addition to the automated realization of software architecture designs, we validate the realization process by exploring the runtime verification technique and aspect-oriented programming. More specifically, system properties are not only verified against design models, but also verified during execution of the generated implementation of software architecture designs. All these can be done in an automated way. In this paper, we show that our methodology of automated realization of software architecture designs and validation of the implementation is viable through a case study. Springer-Verlag Berlin Heidelberg 2005.",,
He,"Ding J., Dai Z., Wang J., He X.","Mobile agents provide a powerful and flexible paradigm for the development of autonomic computing systems. However, due to the security concern, mobile agents are not popularly used for real-world systems. In this paper, we define a security framework that can effectively protect mobile agents and agent systems from intruder attacking. In the framework, a mobile agent finder, which is extended with a registration protocol, is used to authenticate and authorize agent systems, incoming messages, and agents. We formally model the secure mobile agent finder using predicate transition nets, and analyze the models using model checking tool Spin. The results help us to develop high confidence applications using mobile agents. In addition, the modeling and analysis approach can be easily extended to develop other complex software systems. ©2005 IEEE.Iyengar",,
Iyengar,"Baral R., Iyengar S.S., Li T., Balakrishnan N.","The location-based social networks (LBSN) (e.g., Facebook, etc.) have been explored in the past decade for Point-of-Interest (POI) recommendation. Many of the existing systems focus on recommending a single location or a list which might not be contextually coherent. In this paper, we propose a model termed CLoSe (Contextualized Location Sequence Recommender) that generates contextually coherent POI sequences relevant to user preferences. The POI sequence recommenders are helpful in many day-to-day activities, for e.g., itinerary planning, etc. To the best of our knowledge, this paper is the first to formulate contextual POI sequence recommendation by exploiting Recurrent Neural Network (RNN). We incorporate check-in contexts to the hidden layer and global context to the hidden and output layers of RNN. We also demonstrate the efficiency of extended Long-short term memory (LSTM) in sequence generation. The main contributions of this paper are: (i) it exploits multi-context, personalized user preferences to formulate contextual POI sequence generation, (ii) it presents contextual extensions of RNN and LSTM that incorporate different contexts applicable to a POI and POI sequence, and (iii) it demonstrates significant performance gain of proposed model on pair-F1 and NDCG metrics when evaluated with two real-world datasets. 2018 Association for Computing Machinery.",,
Iyengar,"Shahid A.R., Pissinou N., Iyengar S.S., Makki K.","In Location-Based Social Networks (LBSNs) users' interaction is largely carried through check-ins and photo sharing. The study of location privacy issues with check-ins has yielded different Location Privacy-Preserving Mechanisms (LPPMs), including dummies to hide user's whereabouts in a set of dummy locations without using a trusted-third party(TTP). However, the impact of shared photos on location privacy is yet to be understood. Our experiment on real data from a LBSN reveals that, like the check-ins, the spatial distribution of shared photos can influence user's location privacy. In this paper, we propose an inference model based on spatial distribution of historical check-ins and photos, and show that it is possible to deduce user's location at a high accuracy through spatiotemporal analysis of multiple events, comprising check-ins and photos. In the process, we evaluate state-of-the-art dummy mechanisms with the proposed inference model to stress the limitation of existing LPPMs. Then, we design a LPPM, called photo-check, to protect user privacy in LBSN for both check-in and photos; and carry out the experiment with real data from Foursquare to show its effectiveness and efficacy. 2018 IEEE.",,
Iyengar,"Meda N.S., Sadashiva T.G., Ramani S.K., Iyengar S.S.","Wireless Sensor Network is having a potential to change the scope of new generation computing. Wireless Sensor Network (WSN) provides powerful means to gather the different kind of data and for data acquisition. It has a wide array of applications ranging from health monitoring to military. Our work focuses mainly on plant monitoring. In this paper, we propose the novel idea of designing mobile testbeds which are capable of moving randomly all along the agricultural field. We then concentrate on the technique to collect the data with the help of mobile testbeds at different locations in the agricultural field. Mobile testbeds collect and transmit the data from many locations at different time intervals. The combined data is analysed in the base station. Forecasting with regression is useful in predicting or forecasting the variable. Prediction about the desired variable is made by the technique called Regression model. Plant health monitoring also includes prevention against bacterial and fungal diseases. This paper also discusses the detection of disease and its name for a particular plant by using image processing techniques. Index terms: Mobile testbed, Forecasting with regression, Bilateral filtering, Canny edge detection, Contour method. 2017 IEEE.",,
Iyengar,"Nagaraj K., Sadashiva T.G., Ramani S.K., Iyengar S.S.","Fire and smoke are common sight at mines and could be catastrophic for humans working there. Our paper focuses on an alert mechanism that is built based on detection and validation of smoke from mines. We propose a computer vision based model that is robust enough to detect presence of smoke and the direction of motion of smoke. This research paper proposes a smoke detection model integrated with Unmanned Aerial Vehicle (UAV). The model focuses on smoke detection that leads to early detection of fire. The model works on the basis of image processing. The distinguishing feature of our model is the dynamic and real time processing. Here the system tracks the dynamic environment in the mining areas using UAVs featured with cameras. The real time captured video frames are calibrated to overcome distortion considering the radial and tangential factors. The calibrated frame thus obtained is further processed to get the Region of Interest (ROI) based on the spatial Hue Saturation Value (HSV) colouring model. Each pixel of the frame is then compared with colour range of smoke using opencv functions. The matched ROI is de-noised using Non-local means De-nosing algorithm to avoid unnecessary colours. These filtered frames are then processed concurrently to identify the pattern of change in motion. Based on this pattern the ROI is classified as either smoke or no smoke. With the analysis of turbulence in each pixel the intensity of smoke is detected. The experiment is conducted with-1) Prerecorded smoke video clippings. 2) Real time video captured in the camera. The results turned out to be positive in both the test cases. So, the model works quite efficiently with both recorded and real time video. Key Terms: UAV, ROI, HSV, De-noising algorithm, pattern matching. 2017 IEEE.",,
Iyengar,"Archana S., Thejas G.S., Ramani S.K., Iyengar S.S.","Computer vision can be used as an integral part of any autonomous systems. Visual input and processing enables faster and early decisions. An important challenge in computer vision is detection and recognition of objects. This challenge is more pronounced in low illumination. In this paper, we are proposing a detection and recognition model for road warning signs with voice notification system for both autonomous and usual vehicles considering varied level of illumination. Realtime video from the vehicles was analysed using opencv. The noise from the video was removed using filters. Detection was based on Haar-cascades and training was done with sample positive and negative images. Text recognition was based on pattern matching. Voice notification was done using string to voice converters. The night vision was lightened considering the glare of vehicles headlight. 2017 IEEE.",,
Iyengar,"Mithil K.M., Thejas G.S., Ramani S.K., Iyengar S.S.","This paper investigates the challenges related to a very fundamental problem of efficient obstacle avoidance on roads in the modern world, with respect to the self balancing robot. The amalgamation of navigation in self balancing robot pose newer challenges in circumvention of traffic congestion. Comprehensive research has been done on the obstacle avoidance of the four wheeled vehicles, but we have other problems to address in the case of self balancing robots on two wheels. Speed is becoming a predominant factor in the present day automotive industry. In this paper we address this very issue and propose a model driven by the outputs from multi sensorial data generated using various sensors and image processing techniques. The distinguishing feature of our technique is how we tackle the high speed obstacles. The paper channelizes its focus on avoiding high speed obstacles by tracking the object in real time using image processing techniques and then creating a 3-D point cloud of the object and its static surroundings through a matrix of arrays, using the Light Detection And Ranging (LiDAR) module. 2017 IEEE.",,
Iyengar,"Mithil K.M., Thejas G.S., Ramani S.K., Iyengar S.S.","This paper investigates the challenges related to a very fundamental problem of efficient obstacle avoidance on roads in the modern world, with respect to the self balancing robot. The amalgamation of navigation in self balancing robot pose newer challenges in circumvention of traffic congestion. Comprehensive research has been done on the obstacle avoidance of the four wheeled vehicles, but we have other problems to address in the case of self balancing robots on two wheels. Speed is becoming a predominant factor in the present day automotive industry. In this paper we address this very issue and propose a model driven by the outputs from multi sensorial data generated using various sensors and image processing techniques. The distinguishing feature of our technique is how we tackle the high speed obstacles. The paper channelizes its focus on avoiding high speed obstacles by tracking the object in real time using image processing techniques and then creating a 3-D point cloud of the object and its static surroundings through a matrix of arrays, using the Light Detection And Ranging (LiDAR) module. 2017 IEEE.","Cickovski T., Narasimhan G.","Motivation: Software pipelines have become almost standardized tools for microbiome analysis. Currently many pipelines are available, often sharing some of the same algorithms as stages. This is largely because each pipeline has its own source language and file formats, making it typically more economical to reinvent the wheel than to learn and interface to an existing package. We present Plugin-Based Microbiome Analysis (PluMA), which addresses this problem by providing a lightweight back end that can be infinitely extended using dynamically loaded plugin extensions. These can be written in one of many compiled or scripting languages. With PluMA and its online plugin pool, algorithm designers can easily plug-and-play existing pipeline stages with no knowledge of their underlying implementation, allowing them to efficiently test a new algorithm alongside these stages or combine them in a new and creative way. Results: We demonstrate the usefulness of PluMA through an example pipeline (P-M16S) that expands an obesity study involving gut microbiome samples from the mouse, by integrating multiple plugins using a variety of source languages and file formats, and producing new results. The Author(s) 2018."
Iyengar,"Mithil K.M., Thejas G.S., Ramani S.K., Iyengar S.S.","This paper investigates the challenges related to a very fundamental problem of efficient obstacle avoidance on roads in the modern world, with respect to the self balancing robot. The amalgamation of navigation in self balancing robot pose newer challenges in circumvention of traffic congestion. Comprehensive research has been done on the obstacle avoidance of the four wheeled vehicles, but we have other problems to address in the case of self balancing robots on two wheels. Speed is becoming a predominant factor in the present day automotive industry. In this paper we address this very issue and propose a model driven by the outputs from multi sensorial data generated using various sensors and image processing techniques. The distinguishing feature of our technique is how we tackle the high speed obstacles. The paper channelizes its focus on avoiding high speed obstacles by tracking the object in real time using image processing techniques and then creating a 3-D point cloud of the object and its static surroundings through a matrix of arrays, using the Light Detection And Ranging (LiDAR) module. 2017 IEEE.",,
Iyengar,"Prathima E.G., Venugopal K.R., Iyengar S.S., Patnaik L.M.","In heterogeneous sensor networks, multiple events may occur simultaneously that have different QoS requirements. Adaptive Reliable Routing for QoS based Data Aggregation (ARRDA) method is presented that allows to route the aggregated data from simultaneous events reliably to the sink based on their flow specification. On detection of an event type with a particular specification, an adaptive aggregation tree is established from the source to the sink that can satisfy the QoS specification. Implicit acknowledgement mechanisms are used to ensure reliability. Simulation results show that the ARRDA incurs low communication cost, energy and delay in comparison with SASR [1]. 2017 IEEE.",,
Iyengar,"Tian H., Pouyanfar S., Chen J., Chen S.-C., Iyengar S.S.","Deep neural networks such as Convolutional Neural Networks (CNNs) have achieved several significant milestones in visual data analytics. Benefited from transfer learning, many researchers use pre-trained CNN models to accelerate the training process. However, there is still uncertainty about the deep learning models, structures, and applications. For instance, the diversity of the datasets may affect the performance of each pre-trained model. Therefore, in this paper, we proposed a new approach based on genetic algorithms to select or regenerate the best pre-trained CNN models for different visual datasets. A new genetic encoding model is presented which denotes different pre-trained models in our population. During the evolutionary process, the optimal genetic code that represents the best model is selected, or new competitive individuals are generated using the genetic operations. The experimental results illustrate the effectiveness of the proposed framework which outperforms several existing approaches in visual data classification. 2018 IEEE.",,
Iyengar,"Baral R., Zhu X.L., Iyengar S.S., Li T.","The Location-Based Social Networks (LBSN) (e.g., Facebook, etc.) have many attributes (e.g., ratings, reviews, etc.) that play a crucial role for the Point-of-Interest (POI) recommendations. Unlike ratings, the reviews can help users to elaborate their consumption experience in terms of relevant factors of interest (aspects). Though some of the existing systems have exploited user reviews, most of them are less transparent and non-interpretable (as they conceal the reason behind recommendation). These reasons have motivated us towards explainable and interpretable recommendation. To the best of our knowledge, only few of the researchers have exploited user reviews to incorporate the sentiment and opinions on different aspects for personalized and explainable POI recommendation. This paper proposes a model termed as ReEL (Review aware Explanation of Location Recommendation) which models the reviewaspect correlation by exploiting deep neural network, formulates user-aspect bipartite relation as a bipartite graph, and models the explainable recommendation by using dense subgraph extraction and ranking-based techniques. The major contributions of this paper are: (i) it models users and POIs using the aspects posted on user reviews, and it provisions incorporation of multiple contexts (e.g., categorical, spatial, etc.) in POI recommendation, (ii) it formulates preference of users' on aspects as a bipartite relation, represents it as a location-aspect bipartite graph, and models the explainable recommendation with the notion of ordered dense subgraph extraction using bipartite cores, shingles, and ranking-based techniques, and (iii) it extensively evaluates the proposed models using three real-world datasets and demonstrates an improvement of 5.8% to 29.5% on F-score metric, when compared to the relevant studies. 2018 Association for Computing Machinery.",,
Iyengar,"Pattar S., Buyya R., Venugopal K.R., Iyengar S.S., Patnaik L.M.","Internet of Things (IoT) paradigm links physical objects in the real world to cyber world and enables the creation of smart environments and applications. A physical object is the fundamental building block of the IoT, known as a Smart Device, that can monitor the environment. These devices can communicate with each other and have data processing abilities. When deployed, smart devices collect real-time data and publish the gathered data on the Web. The functionality of smart devices can be abstracted as a service and an IoT application can be built by combining the smart devices with these services that help to address challenges of day-to-day activities. The IoT comprises billions of these intelligent communicating devices that generate enormous amount of data, and hence performing analysis on this data is a significant task. Using search techniques, the size and extent of data can be reduced and limited, so that an application can choose just the most important and valuable data items as per its necessities. It is, however, a tedious task to effectively seek and select a proper device and/or its data among a large number of available devices for a specific application. Search techniques are fundamental to IoT and poses various challenges like a large number of devices, dynamic availability, restrictions on resource utilization, real time data in various types and formats, past and historical monitoring. In the recent past, various methods and techniques have been developed by the research community to address these issues. In this paper, we present a review of the state-of-the-art search methods for the IoT, classifying them according to their design principle and search approaches as: IoT data and IoT object-based techniques. Under each classification, we describe the method adopted, their advantages and disadvantages. Finally, we identify and discuss key challenges and future research directions that will allow the next generation search techniques to recognize and respond to user queries and satisfy the information needs of users. 1998-2012 IEEE.",,
Iyengar,"Tasnim S., Caldas J., Pissinou N., Iyengar S.S., Ding Z.","The rapid development of mobile sensing technologies (like GPS, RFID, accelerometer, gyroscope etc. various sensors in smart phones) has caused a rise in the large-scale capture of positioning data. These mobility data generated by heterogeneous mobile devices with embedded sensors are mostly known as trajectories. There are different algorithms to process the large amounts of mobility data for identifying mobility patterns. Even though few of these algorithms consider the use of semantic annotations on the data, none of the existing research has considered semantic annotations for online sub-trajectory clustering-based movement behavior analysis. In this paper, we incorporate semantics annotation in the raw trajectory data in order to discover various movement relationships between subtrajectories of mobile devices. We conduct experiment on a realworld data set. Along with the added advantage of semanticaware movement behavior analysis, our method is able to identify outliers in the clustering process with almost similar performance (average recall 0.92) as classic density-based clustering algorithm DBSCAN. 2018 IEEE.",,
Iyengar,"Raghavendra S., Girish S., Geeta C.M., Buyya R., Venugopal K.R., Iyengar S.S., Patnaik L.M.","A substitute solution for various organizations of data owners to store their data in the cloud using storage as a service(SaaS). The outsourced sensitive data is encrypted before uploading into the cloud to achieve data privacy. The encrypted data is search based on keywords and retrieve interested files by data user using a lot of traditional Search scheme. Existing search schemes supports exact keyword match or fuzzy keyword search, but synonym based multi-keyword search are not supported. In the real world scenario, cloud users may not know the exact keyword for searching and they might give synonym of the keyword as the input for search instead of exact or fuzzy keyword due to lack of appropriate knowledge of data. In this paper, we describe an efficient search approach for encrypted data called as Split Keyword Fuzzy and Synonym Search (SKFS). Multi-keyword ranked search with accurate keyword and Fuzzy search supports synonym queries are a major contribution of SKFS. The wildcard Technique is used to store the keywords securely within the index tree. Index tree helps to search faster, accurate and low storage cost. Extensive experimental results on real-time data sets shows, the proposed solution is effective and efficient for multi-keyword ranked search and synonym queries Fuzzy based search over encrypted cloud data. 2017, Springer Science+Business Media, LLC.",,
Iyengar,"Kamhoua G.A., Pissinou N., Iyengar S.S., Beltran J., Miller J., Kamhoua C.A., Njilla L.L.","Crowdsourcing services have become one of the most common ways organizations can gather ideas for new products and services from large crowds of consumers by offering monetary rewards depending on the tasks. However, this monetary reward has begun to attract malicious crowds of users who wish to complete the task with minimal effort through collaboration. For instance, a task based on reviews of a product can be degraded when malicious users copy each other with minimal edits of the review, giving a misrepresentation of the true quality of the product. More specifically, we investigate the case where different malicious crowd sizes cooperate on different tasks, known as overlapping groups. Such sophisticated and hard to detect malicious crowds provide unfair evaluations and misleading results to the crowdsourcers. To overcome this type of attack, we propose two methods to point out such groups with high accuracy. The first method detects similar reviews by including a new proposed similarity between review texts and show the results outperform the vectorial similarity measures used in prior works. The second method is based on community detection on networks and exploits the semantic similarity of the reviews. The experiments were conducted on reviews from Ott dataset on Amazon Mechanical Turk. 2017 IEEE.",,
Iyengar,"Venkatesh, Sengar C.S., Venugopal K.R., Iyengar S.S., Patnaik L.M.","Real-time industrial application requires a routing protocol that guarantees data delivery with reliable, efficient and low end-to-end delay. Existing Two-Hop Velocity based Routing (THVR) protocol relates twohop velocity to end-to-end delay to select the next forwarding node, that has the overhead of exchanging control packets and depleting the available energy in nodes. We propose a Real-Time Reliable Data delivery based on Virtual Coordinates Routing (RRDVCR) algorithm, based on the number of hops to the destination rather than geographic distance. Selection of forwarding node is based on packet progress offered by two-hops, link quality and available energy at the forwarding nodes. All these metric are co-related by dynamic co-relation factor. The proposed protocol uses a selective acknowledgment scheme that results in lower overhead and energy consumption. Simulation results show that there is about 22 and 9.5% decrease in energy consumption compared to SPEED respectively, 16 and 38% increase in packet delivery compared to THVR and SPEED respectively and overhead is reduced by 50%. 2018 Venkatesh, Chanchal Singh Sengar, Kuppanna Rajuk Venugopal, Sundaraja Sitharama Iyengar and Lalit Mohan Patnaik.",,
Iyengar,"Wang Q., Li T., Iyengar S.S., Shwartz L., Grabarnik G.Ya.","The increasing complexity of IT environments urgently requires the use of analytical approaches and automated problem resolution for more efficient delivery of IT services. In this paper, we model the automation recommendation procedure of IT automation services as a contextual bandit problem with dependent arms, where the arms are in the form of hierarchies. Intuitively, different automations in IT automation services, designed to automatically solve the corresponding ticket problems, can be organized into a hierarchy by domain experts according to the types of ticket problems. We introduce a novel hierarchical multi-armed bandit algorithms leveraging the hierarchies, which can match the coarse-to-fine feature space of arms. Empirical experiments on a real large-scale ticket dataset have demonstrated substantial improvements over the conventional bandit algorithms. In addition, a case study of dealing with the cold-start problem is conducted to clearly show the merits of our proposed algorithms. 2018 by SIAM.",,
